Sentiment,Text,Word Count
positive,talvivaara secured year take agreement per cent main output nickel cobalt norilsk nickel entered long term zinc streaming agreement nyrstar nv,34
neutral,company operating profit stood mln euro mln,18
neutral,alone,5
positive,department store division reported increase sale per cent,14
neutral,put costly cell phone tower thinly populated area balloon would,18
neutral,online ice chart show ice area estonia sea port coast gulf finland,24
positive,helsinki thomson financial kone said four order saudi arabia united arab emirate qatar worth mln eur,27
neutral,meantime ceo duty assumed outotec deputy ceo seppo rantakari,18
neutral,company net sale totalled meur operating margin per cent,19
neutral,cramo service company specialising construction machinery equipment rental rental related service well rental sale modular space,27
negative,survey conducted taloustutkimus sampo life show company badly prepared losing key staff member,20
neutral,completion transaction subject final agreement due diligence process,16
neutral,met located central business district cbd bangkok,15
positive,combine perfect price performance sophisticated management facility company said,15
positive,fair value company investment property grew eur billion end march eur million year ago,28
neutral,share shall repurchased public trading reason share repurchased otherwise proportion holding shareholder,27
neutral,product front edge folding maximizes weather resilience enables seamless roof finish,15
positive,estonia beer market overall grew three percent last year million liter,15
positive,uponor improved performance spite decrease residential construction u,16
neutral,alexandria va march pertti salmi hanna vuolteenaho oulu finland sami viitasaari ii finland developed ornamental design handset u patent trademark office announced,44
